School Name,School Link
Pikeview Middle School,https://www.boe.merc.k12.wv.us/o/pvms
Adamston Elementary School,https://www.harcoboe.net/o/aes
Echols County High School,https://www.echols.k12.ga.us/
D.D. Johnston Elementary School,https://johnston.nlmusd.org/
Fairfield Intermediate School,https://fis.fairfieldisd.net/
Krum Middle School,https://kms.krumisd.net/
Inverness Middle School,https://ims.citrusschools.org/
McGee's Crossroads Middle School,https://www.johnston.k12.nc.us/mcms
Briarwood School,https://www.bentoncountyschools.org/o/bes
Vaca Pena Middle School,https://vacapena.vacavilleusd.org/
Alicia Cortez Elementary School,https://www.chino.k12.ca.us/Cortez
Chisholm Trail Elementary School,https://www.bisd.net/chisholmtrail
Carlsbad Seaside Academy,https://csa.carlsbadusd.net/
Rawlins County Elementary School,https://www.usd105.org/
Eastport-South Manor Junior/Senior High School,https://www.esmonline.org/schools/jshs
Gotha Middle School,https://gothams.ocps.net/
Fowler High School,https://www.cde.ca.gov/sdprofile/details.aspx?cds=10621581032150
Hebron Middle School,https://hebronmiddle.hebronschools.k12.in.us/
Lambertville Public School,https://www.shrsd.org/
Shenango Elementary School,https://www.shenangoschools.org/schools/elementary-school/
J.L. Wilkinson Elementary School,https://wes.myoneclay.net/
District-Topton Elementary School,https://www.bhasd.org/
Macon County Junior High School,https://www.maconcountyjrhigh.com/
Pvt. Nicholas Minue School,https://www.carteretschools.org/Domain/12
Virtual Learning Academy Charter School,https://vlacs.org/
South Florence High School,https://southflorence.f1s.org/
Choctaw County High School,https://www.choctaw.k12.ms.us/o/cchs
Napoleon Middle School,https://www.napoleonschools.org/o/napoleonmiddleschool
Sessums Elementary School,https://www.hillsboroughschools.org/sessums
Desert Mesa Elementary School,https://desertmesa.yuma.org/
Abraham Stockton Jenks School,https://asjenks.philasd.org/about-us/who-was-abraham-stockton-jenks/
Haiku Elementary School,https://www.haikuschoolriders.org/
Vanleer Elementary School,https://www.dcstn.org/ves.aspx
Eunice High School,https://eunicehigh.slpsb.org/o/ehs
Temperance Elementary School,https://tes.amherst.k12.va.us/
Marengo Valley Elementary School,https://www.ashland.k12.wi.us/Domain/12
Calvary Chapel Green Valley Christian Academy,https://www.ccgvca.org/
P.S. 176 - Cambria Heights,https://www.ps176q.com/
Alma E. Pagels School,https://pagels.whschools.org/
Saratoga Elementary School,https://www.crb2.org/327486_3
Boyne City Middle School,https://www.boyne.k12.mi.us/o/bcms
Tapestry Charter School,https://tapestryschool.org/
Catoctin High School,https://edu.fcps.org/chs/home
Meriwether Elementary School,https://meriwether.cloverpark.k12.wa.us/
Rockcastle County High School,https://rchs.rockcastle.kyschools.us/
Ozark Middle School,https://www.ozarkhillbillies.org/o/oms
Centerville-Abington Elementary School,https://cae.centerville.k12.in.us/
Carl I. Bergerson Middle School,https://www.albionk12.org/
Richland High School,https://www.richlandbears.us/
Halls Junior High School,https://www.lced.net/o/hallsjrhigh
New Castle High School,https://www.nccsc.k12.in.us/o/nchs
Fatima Elementary School,https://www.fatimacomets.org/338356_2
Millard McCollam Elementary School,https://mccollam.arusd.org/
Abigail Adams Middle School,"https://profiles.doe.mass.edu/profiles/general.aspx?topNavId=1&orgcode=03360310&orgtypecode=5,6&"
Inter-Lakes Middle School,https://ilmhs.interlakes.org/
Deep River Elementary School,https://www.lee.k12.nc.us/o/dres
Oktaha High School,https://www.oktahaschool.com/
Homestead (Independent Study),https://homestead.venturausd.org/
Commack Road Elementary School,https://www.islipufsd.org/our_schools/commack_road_elementary
Tannahill Intermediate School,https://tannahillintermediateschool.wsisd.com/
Post Falls High School,https://pfhs.pfsd.com/
Becker Intermediate Elementary School,https://www.becker.k12.mn.us/schools-1/intermediate-school
Grand Valley High School,https://gvhs.garfield16.org/
Elsie H. Wilcox Elementary School,https://www.wilcox.k12.hi.us/
Robert D. Campbell Junior High School,https://sites.google.com/clark.kyschools.us/rdchome/home
DeSoto Intermediate School,https://www.admschools.org/schools/desoto-intermediate-school/
Farson-Eden High School,https://fes.sweetwater1.org/
Bronx River High School,https://bronxriverhighschool.org/
Mancos High School,https://www.mancosre6.edu/schools/high-school
Van Schaick Island School,https://www.cohoes.org/van-schaick-elementary/
McLain Elementary School,https://mac.gcsd.ms/
Adair County R-II School,http://brashear.k12.mo.us/
Dunkirk Senior High School,https://www.dunkirkcsd.org/
W.T. Chipman Middle School,https://www.lf.k12.de.us/o/chipman
Tanglewood Elementary School,https://tanglewood.derbyschools.com/
Coalgate High School,https://www.coalgateschools.org/
Teche Elementary School,https://te.saintmartinschools.org/
Monmouth-Roseville High School,https://mrhs.mr238.org/
Elk Meadows School,https://elkmeadows.jordandistrict.org/
Williamsburg Academy,https://williamsburgacademy.com/
Southern Middle School,https://sms.calvertnet.k12.md.us/
Highland-Turner Elementary School,https://hte.breathitt.k12.ky.us/
Quakertown Elementary School,https://qes.qcsd.org/
Moundville Elementary School,https://www.halek12.org/domain/52
Rustburg Middle School,https://rms.campbell.k12.va.us/
Greeley Central High School,https://central.greeleyschools.org/
Groton Area High School,https://www.grotonarea.com/
Rochester Junior High School,https://www.rochester3a.net/o/rjsh
Rattan Elementary School,https://www.rattan.k12.ok.us/
Bemus Point Elementary School,https://www.bemusptcsd.org/
Apache High School,https://www.apache.k12.ok.us/
Bostonia Language Academy,https://www.cajonvalley.net/bostonia
West Birdville Elementary School,https://www.birdvilleschools.net/Domain/2008
Don And Dee Snyder Elementary School,https://www.donanddeesnyderelementary.com/
Aquila Elementary School,https://aq.slpschools.org/
Bryan Station Middle School,https://bsms.fcps.net/
Dillsboro Elementary School,https://sdcsc.k12.in.us/49-dillsboro-elementary-web-page
Seacoast Charter School,https://www.seacoastcharterschool.org/
Annette Winn Elementary School,https://awes.dcssga.org/
Deerfield High School,https://www.usd216.org/
Calhoun Elementary School,https://www.calhoun.k12.mo.us/
Sweetwater Elementary School,https://sweetwater.vcsedu.org/
E.L. Haynes Public Charter School - High,https://www.elhaynes.org/
Lorraine Elementary School,https://les.rockdaleschools.org/
Copiah Educational Foundation,https://www.copiahedu.org/
Inez Elementary School,https://inez.aps.edu/
Sonoran Science Academy - Phoenix,https://sonoranschools.org/school/ssa-phoenix-k-12
Ferryway School,https://maldenps.org/ferryway/
University Heights Elementary School,https://www.htsdnj.org/UniversityHeights
Aki Kurose Middle School,https://kurosems.seattleschools.org/
Woodbury Central Middle School,https://www.woodbury-central.k12.ia.us/
Royal Ridge Elementary School,https://www.neisd.net/royalridge
Montgomery Central High School,https://montgomerycentralhigh.cmcss.net/
Marysville Junior/Senior High School,https://www.usd364.org/
Joe Walker Middle School,https://stealth.westsideunion.com/
Markesan Middle School,https://www.markesan.k12.wi.us/
Tindley Genesis Academy,https://genesis.tindley.org/
Claude Brown Elementary School,https://cbe.troy.k12.mo.us/
Beverly City School,https://www.beverlycityschool.org/
Saranac High School,https://hs.saranac.org/
Hedgesville High School,https://www.berkeleycountyschools.org/hedgesvillehigh
Riviera Middle School,https://rivieramiddle.net/
Hopewell-Loudon Local High School,https://www.hlschool.net/
Upper Greenwood Lake School,https://www.wmtps.org/UGL
Cuero High School,https://www.cueroisd.org/Domain/11
Piney Grove Middle School,https://pineygrove.stokes.k12.nc.us/
Gloucester Township Elementary School,https://www.gloucestertownshipschools.org/schools/township.jsp
East Montpelier Elementary School,https://emes.wcuusd.org/
Galesville-Ettrick-Trempealeau High School,https://www.getschools.org/
Middle Creek Elementary School,https://middlecreek.ohio.k12.wv.us/
West Ridge Elementary School,https://wre.pfsd.com/
Kelton School,https://www.keltonisd.net/
C.V. Koogler Middle School,https://www.cvkoogler.org/
Elizabeth High School,https://www.elizabethschooldistrict.org/EHS
Frank R. Conwell School - P.S. 3,https://ps3.jcboe.org/
Francis Walsh Intermediate School,https://wis.branfordschools.org/
North Iberville Elementary School,https://www.facebook.com/NIEBEARS/
Jean McNair Elementary School,https://mcn.winnebagoschools.org/
Wauconda Grade School,https://www.d118.org/schools/wgs
Chilhowie High School,https://chs.scsb.org/
Butte Central Catholic High School,https://buttecentral.org/
Ruby Bridges Elementary School,https://rubybridges.alamedaunified.org/
Meridian Ranch Elementary School,https://www.d49.org/meridianranch
Perkins-Tryon High School,https://www.p-t.k12.ok.us/
North White Elementary School,http://nwis.nwhite.k12.in.us/
Charlton Middle School,https://cms.dcrsd.org/
Dove Science Academy Tulsa High School,https://www.dsahstulsa.org/
Hagerman School,https://www.hjsd.org/
Wisconsin Virtual Learning,https://wisconsinvl.net/
Pittsburg Senior High School,https://www.cde.ca.gov/sdprofile/details.aspx?cds=07617880735407
Weeksville Elementary School,https://wes.ecpps.k12.nc.us/
Cuba Elementary School,https://www.cusd3.net/page/cuba-elementary-school
Red Rock Elementary School,https://www.redrockschools.com/
Woodland Park Elementary School,https://www.norfolkpublicschools.org/schools/woodland-park-elementary/
Lady's Island Middle School,https://lims.beaufortschools.net/
Davila Elementary School,https://www.houstonisd.org/davila
William Penn High School,https://www.colonialschooldistrict.org/williampenn/
North Sanpete High School,https://www.nsanpete.org/
Leadership Public Schools: Richmond,https://www.leadps.org/richmond/
Rhea County High School,https://rchs.rheacounty.org/
FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,https://www.schools.nyc.gov/schools/K502
East Newton Elementary School,https://enes.newtoncountyschools.org/
West Clinton Elementary School,https://westclinton.davis.k12.ut.us/
LaPoynor Elementary School,https://www.lapoynorisd.net/
Grundy County High School,https://www.mshsaa.org/Schools/AccountInfo.aspx?s=308
Western Coventry School,https://wce.coventryschools.net/
Turner High School,https://turner.cfbisd.edu/
Sunland Elementary School,https://sunlandes.lausd.org/
Catskill Middle School,https://catskillcsd.org/catskill-middle-school/
Slippery Rock Area High School,https://www.slipperyrock.k12.pa.us/apps/pages/index.jsp?uREC_ID=1186869&type=d&pREC_ID=1430677
Cross Lanes Elementary School,https://cl.kana.k12.wv.us/
Pittsburgh Greenfield K-8,https://www.pghschools.org/greenfield
Easthampton High School,https://www.epsd.us/easthampton-high-school
Mashpee Middle School,https://mmhs.mpspk12.org/
East Park Elementary School,https://www.marionboe.com/o/east-park-es
Goessel High School,https://www.usd411.org/
Carolyn Beatrice Parker Elementary School,https://www.sbac.edu/parker
Velva Elementary School,https://www.velva.k12.nd.us/en-US
Robert E. Lee Academy,https://www.myleeacademy.org/
Intellectual Virtues Academy,https://www.ivalongbeach.org/
Colt Elementary School,https://www.marblefallsisd.org/Domain/12
S&S Consolidated Middle School,https://www.sscisd.net/apps/pages/index.jsp?uREC_ID=388831&type=d
Montgomery Senior High School,https://mhs.srcschools.org/
Frances Owen Holaway Elementary School,https://www.amphi.com/Holaway
Yuba River Charter School,https://yubariverschool.org/
Beaver Local Elementary School,https://bles.beaver.k12.oh.us/
Bassetti Elementary School,https://www.abileneisd.org/bassetti-elementary/
Howard University Middle School of Mathematics & Science (MS2),https://hu-ms2.org/
Salladasburg Elementary School,https://www.jsasd.org/buildings/salladasburg-elementary-school/
Saddle Ridge Elementary/Middle School,https://sre.walkerschools.org/
Ron Watson Middle School,https://ronwatson.yuma.org/
Nathaniel Woodhull Elementary School,https://www.wfsd.k12.ny.us/schools/nathaniel-woodhull-elementary-school
Diamond Valley School,https://dves.washk12.org/
Bolivia Elementary School,https://www.bcswan.net/BOL
Mesilla Park Elementary School,https://mesillapark.lcps.net/
Owensville Community School,https://www.ocs.sgibson.k12.in.us/en-US
Sudbrook Magnet Middle School,https://sudbrookms.bcps.org/
Roberts Ferry Charter School Academy,https://www.robertsferry.k12.ca.us/
Santapogue School,https://www.wbschools.org/Schools/santapogue_elementary_school
Horizon Montessori School,https://www.hmps.net/
Elwood Elementary School,https://www.elwoodpirates.org/
Mainland High School,https://www.mainlandhighschool.org/
Alexander II Elementary School,https://bibbcountysdalexii.ss19.sharpschool.com/
Lorane Elementary School,https://exetersd.org/lorane/
Maud School,https://www.maudisd.net/
William Henry Oliver Middle School,https://oliver.mnps.org/
Cedaredge Middle School,https://cms.deltaschools.com/en-US
Monkton Central School,https://mcs.mausd.org/
Sawtooth Mountain Elementary School,https://www.cookcountyschools.org/page/sawtooth-mountain-elementary
Kent-Meridian High School,https://www.kent.k12.wa.us/KM
Huffman Intermediate School,https://www.huffmanisd.net/
Harmon Middle School,https://www.pickerington.k12.oh.us/harmon-middle-school
Academy for Conservation & the Environment,https://acebrooklyn.com/
P.S. 33 - Edward M. Funk,http://www.ps33q.com/
Randleman High School,https://rhs.randolph.k12.nc.us/
Tapestry Public Charter School,https://tapestrycharter.org/
Rice Elementary School,https://rice.isd47.org/
Crossroad Academy,https://www.mycacs.com/
James B. Davidson Middle School,https://davidson.srcs.org/
William B. Travis World Language Academy,https://www.gpisd.org/travis
Indiana Elementary School,https://www.sd162.org/Indiana
Curtis Creek Elementary School,https://www.curtiscreekschool.com/
Glenmora High School,https://sites.google.com/rpsb.us/glenmora-high-school/home
Boothbay Region Elementary School,https://bres.aos98.net/
Jefferson Middle School Academy,https://www.jeffersontrojansdc.org/cms/
Spaulding Memorial School,https://www.nmrsd.org/sms
Chinook Junior High School,https://chinookschools.org/
Blount Elementary School,https://al50000660.schoolwires.net/BlountES
Project More High School,https://morehs.tusd1.org/
Harriet Treem Elementary School,https://treembears.org/
Blue Eye Elementary School,https://www.blueeye.k12.mo.us/
Westside Atlanta Charter School,https://wacs.us/
Scott High School,https://scott.kenton.kyschools.us/
Stephen M. White Middle School,https://stephenwhitems.lausd.org/
Greencastle Senior High School,https://ghs.greencastle.k12.in.us/
W.D. Williams Elementary School,https://wdwes.buncombeschools.org/
Brooklyn Middle School,https://ms.brooklynschools.org/
Thomas S. Baldwin Elementary School,https://www.qps.org/schools/baldwin/
Richard J. Bailey School,https://www.greenburghcsd.org/domain/155
Chatom Elementary School,https://www.chatom.k12.ca.us/schools/chatom-elementary-school/
Business of Sports School,https://www.nycboss.org/
Haynes Elementary School,https://tx02205734.schoolwires.net/Haynes
Kerr Elementary School,https://kerr.mpsaz.org/
Greensboro Elementary School,https://ges.gadsdenschools.org/
Black Traditional Magnet Elementary School,https://www.usd259.org/black
Trinity High School,https://ths.trinityisd.net/
Lorah Park Elementary School,https://www.lorahparkeagles.org/
Granton High School,https://www.granton.k12.wi.us/
I.S. 49 - Bertha A. Dreyfus,https://www.dreyfuslions.com/
Hirsch Academy: A Challenge Foundation Academy,https://hirsch.cfacademy.school/
Cleveland Middle School,http://www.clevelandtigers.com/portfolio/middle-school/
Saugus High School,https://www.saugus.k12.ma.us/
North Montgomery High School,https://nmhs.nm.k12.in.us/
Hardin County Middle School,https://hcms.hardincoschools.com/
Alameda Elementary School,https://www.pps.net/alameda
La Moille High School,https://www.lamoilleschools.org/
Success Academy Charter School - Harlem 3 and Middle/High School,https://www.successacademies.org/school/harlem-3/
Pleasant Ridge Montessori School,https://pleasantridge.cps-k12.org/
Osage Middle School,https://www.osageschools.com/middle-school
National Road Elementary School,https://www.zanesville.k12.oh.us/nationalroadelementaryschool_home.aspx
Pipestone Senior High School,https://www.pas.k12.mn.us/middle-and-high-school/
Arthur Froberg Elementary School,https://froberg.rps205.com/
Satanta Junior/Senior High School,https://www.usd507.org/
Agnes B. Hennessey Elementary School,https://eastprovidenceri.gov/departments/schoolseducation/agnes-b-hennessey-elementary-school
Minnesota Virtual Academy,https://www.mnva.us/
Acero Charter - PFC Torress,https://ot.aceroschools.org/
Lavonia Elementary School,https://les.franklin.k12.ga.us/
William Fleming High School,https://www.rcps.info/wf
Phil Campbell Elementary School,https://www.franklin.k12.al.us/Domain/10
Franke Park Elementary School,https://frankepark.fortwayneschools.org/
James N. Gamble Montessori High School,https://gamblemontessorihs.cps-k12.org/
Custer Elementary School,https://custer.ferndalesd.org/
Clifton School No. 4,https://www.clifton.k12.nj.us/Domain/15
Bronx Little School,https://www.schools.nyc.gov/schools/X691
Discovery Alternative High School,https://discovery.skschools.org/
Surline Middle School,https://www.wbrc.k12.mi.us/our-schools/surline-middle-school/
Pittsburg Elementary School,https://www.pittsburg.k12.ok.us/
Parmley Elementary School,https://www.willisisd.org/pes
Satanta Elementary School,https://www.usd507.org/o/sgs
Flemington Academy,https://boysandgirlshomes.org/programs-of-care/thomas-academy.html
P.S. 104 - The Bays Water School,https://www.ps104qbayswaterschool.org/
Booneville Elementary School,https://www.booneville.k12.ar.us/o/booneville-elementary-school
Robert K. Shafer Middle School,https://bensalemsd-shafer.edlioschool.com/
Wingate Elementary School,https://www.beasd.org/o/wingate-elementary
Hueneme High School,https://www.huenemehigh.us/
Mountain Village Charter School,https://www.mountainvillagecharterschool.org/
Ridgeview High School,https://www.cde.ca.gov/sdprofile/details.aspx?cds=15635291530385
Mattaponi Elementary School,https://www.pgcps.org/schools/mattaponi-elementary
South Street School,https://sites.google.com/danbury.k12.ct.us/sss
Allan F. Daily High School,https://dailyhs.gusd.net/
Public Service Leadership Academy at Fowler,https://www.syracusecityschools.com/psla
Oakleigh Elementary School,https://oakleighes.bcps.org/
Wintersville Elementary School,https://www.iclsd.org/
Goodman Elementary School,https://www.aisd.net/goodman-elementary/
Dakota Prairie Elementary School,https://www.brookings.k12.sd.us/o/dpes
Glen Avon Elementary School,https://jurupausd.org/schools/GlenAvonElementary/Pages/Default.aspx
Candor Elementary School,https://www.montgomery.k12.nc.us/candor
Booneville Junior High School,https://www.booneville.k12.ar.us/o/booneville-junior-high-school
Richard Mann Elementary School,https://rmes.gananda.org/
De Anza Middle School,https://www.omsd.net/DeAnza
Auburn Middle School,https://www.auburn.k12.il.us/vnews/display.v/SEC/Middle%20School
The Wolfgang Mozart Elementary School,http://mozart.school/main/
"George C. Simkins, Jr. Elementary School",https://www.gcsnc.com/george_c_simkins_elementary
Saltonstall School,https://spssaltonstall.salemk12.org/
George Keverian School,https://gk.everettpublicschools.org/
Buford High School,https://bhs.lancastercsd.com/
Stayton Middle School,https://sms.nssd29j.org/
Crane High School,https://www.craneisd.com/o/crane-high-school
Shasta Lake,https://cityofshastalake.org/
Lucile Souders Elementary School,https://www.ccs.k12.nc.us/lses
Bigfork Elementary School,https://www.isd318.org/domain/70
Quapaw High School,https://www.qpswildcats.com/
Bald Knob High School,https://www.baldknobschools.org/
San Isidro Elementary School,https://sies.uisd.net/
Reagan County High School,https://www.reagancountyisd.net/
Rudolph Rivera Elementary School,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=24657710131664
Ellis B. Hyde Elementary School,https://www.dansvillecsd.org/
The Facing History School,https://facinghistoryschool.org/
Ford Boulevard Elementary School,https://fordblvdes.lausd.org/
P.S. 81,http://www.ps81.org/
New Visions Aim Charter High School I.,https://www.newvisions.org/aim1
Firth High School,https://sites.google.com/d59.k12.id.us/fhs
Ka'imiloa Elementary School,https://www.kaimiloa.k12.hi.us/
South Doyle High School,https://www.knoxschools.org/southdoylehs
West Branch High School,https://www.west-branch.k12.ia.us/high-school/
North White Middle School,http://nwhs.nwhite.k12.in.us/
Hudson Falls Primary School,https://www.hfcsd.org/primary-school/
Military & Global Leadership,https://www.cmsk12.org/Domain/232
Austin Achieve High School,https://www.austinachieve.org/high-school
Calero High School,https://calerohigh.esuhsd.org/
Sheboygan Falls Elementary School,https://www.sheboyganfalls.k12.wi.us/
Denair Charter Academy,https://dca.denairusd.org/
Vista Charter Middle School,https://vistacharterpublicschools.org/Vista-Charter-Middle-School
Robert Fulton College Preparatory,https://www.fultonprep.net/
Red River High School,https://rrhs.rrbulldogs.com/
Innovations International Charter School of Nevada - Lower School,https://www.iicsn.org/
Staunton River High School,https://bedfordsrhs.sharpschool.net/
Santa Clara Elementary School,https://santaclara.dadeschools.net/
French Settlement High School,https://www.frenchsettlementhigh.com/
Charles E. Bennett Elementary School,https://ceb.myoneclay.net/
Union County TEAMS Charter School,https://www.ucteams.org/
South Hardin Middle School,https://southhardin.k12.ia.us/7522_2
Cypress Elementary School,https://www.browardschools.com/cypress
Pinetta Elementary School,https://pes.madison.k12.fl.us/
Rocketship DC Public Charter School,https://www.rocketshipschools.org/area/dc/
Madison Consolidated High School,https://www.madison.k12.in.us/mchs-home
Bronx Latin School,https://bronxlatin.com/
Chichester Senior High School,https://hs.chichestersd.org/
King William Lunalilo Elementary School,https://www.lunalilo.k12.hi.us/
Jones Fork Elementary School,https://openhouse.education.ky.gov/Directory/School/1646
Starke Elementary School,https://www.bradfordschools.org/starkeelementary
Steele School,https://steele.galesburg205.org/
Topaz Preparatory Academy,https://www.topazprepacademy.org/
Colome High School,https://www.colome.k12.sd.us/
DeQuincy High School,https://www.cpsb.org/dequincyhigh
Schuyler County Elementary School,https://www.schuyler.k12.mo.us/
"Joseph Widmer, Jr. Elementary School",https://josephwidmer.mantecausd.net/
Beecher Junior High School,https://www.beecher200u.org/bjhshomepage
Alcorta Elementary School,https://www.abileneisd.org/alcorta-elementary/
B.F. Butler Middle School,https://www.lowell.k12.ma.us/Domain/10
New Central Elementary School,https://www.havana126.net/o/new-central-elementary
Darbydale Elementary School,https://des.swcsd.us/
West Iredell High School,https://westhigh.issnc.org/
Oscar De La Hoya Ánimo Charter High School,https://greendot.org/odlh/
Conneaut Valley Middle School,https://www.conneautsd.org/
Marysville Elementary School,https://www.usd364.org/o/marysville-elementary
Creston Middle School,https://www.crestonschools.org/25993_3
Tuckaseegee Elementary School,https://www.cmsk12.org/tuckaseegeeES
Hemphill Middle School,https://www.hemphillisd.net/page/ms.home
Miami Elementary School,https://www.miami-mustangs.com/
Gracemont High School,https://www.gracemont.k12.ok.us/
Tonasket Middle School,https://ms.tonasket.wednet.edu/
Siuslaw Elementary School,https://www.siuslaw.k12.or.us/o/siuslaw-elementary-school
Magazine Elementary School,https://www.magazinek12.com/page/elementary-school
New Village Girls Academy,https://www.cde.ca.gov/sdprofile/details.aspx?cds=19647330111484
Ridge Road Middle School,https://www.cmsk12.org/ridgeroadMS
Chickasaw City High School,https://www.chickasawschools.com/
Windham High School,https://whs.windhamps.org/
Gale Pond Alamo Elementary School,https://alamo.ectorcountyisd.org/
Grimes Elementary School,https://dcgschools.com/
New London Junior/Senior High School,https://www.nlcsd.org/
Anne Frank Inspire Academy,https://www.annefrankia.com/
J.H.S. 292 - Margaret S. Douglas,https://www.jhs292.org/
Port Chester Middle School,https://www.portchesterschools.org/pcms/home
Fort Vancouver High School,https://fort.vansd.org/
KIPP Central City Primary School,https://centralcityprimary.kippneworleans.org/
Clark Fork Junior/Senior High School,https://cf.lposd.org/
Nettie Marshall Academy of Dual Language,https://www.usnews.com/education/k12/texas/nettie-marshall-academy-of-dual-language-245807
Tulsa MET Senior High School,https://met.tulsaschools.org/
McKell Middle School,https://www.greenup.k12.ky.us/o/mms
Golden Gate Elementary School,https://www.collierschools.com/GGE
West Liberty Elementary School,https://www.wl.k12.ia.us/
Benton Elementary School,https://www.msad49.org/o/bes
Ohio Virtual Academy,https://ohva.k12.com/
Wamsley Elementary School,https://wamsley.garfieldre2.net/
Chapel Hill Seventh & Eighth Grade Center,https://chc.wayne.k12.in.us/
Harper Elementary School,https://harper.evscschools.com/
Rowe Elementary School,https://www.northwesternsettlement.org/rowe-elementary-middle-school
Hayes Elementary School,https://www.davenportschools.org/hayes/
Miller County High School,https://mhs.miller.k12.ga.us/
Renaissance at Mathson,https://renaissancemathson.arusd.org/
Chambers Elementary School,https://chambers.aliefisd.net/
Eva Turner Elementary School,https://turner.ccboe.com/
Marshall Math Science Academy,https://www.hbgsd.us/domain/187
North Brookfield High School,https://highschool.nbschools.org/
Villa Oasis Interscholastic Center for Education,https://www.pinalk12.org/vnews/display.v/SEC/Schools.%7CVilla%20Oasis%20Interscholastic%20Center%20For%20Education%20High%20School
Mission View Elementary School,https://missionviewes.tusd1.org/
Strawn School,https://www.strawnschool.net/
Nueces Canyon Elementary School,https://www.nccisd.net/
Alice Costello Elementary School,https://www.alicecostello.com/
P.S. 297 - Abraham Stockton,https://www.schools.nyc.gov/schools/K297
Hollibrook Elementary School,https://hbe.springbranchisd.com/
Ravenswood Middle School,https://ravenswoodms.jack.k12.wv.us/
Anthony Elementary School,https://anthony.usd453.org/
Hansberry College Prep,https://nobleschools.org/hansberry/
East Robertson High School,https://erhs.rcstn.net/
Palmerton Area High School,https://www.palmerton.org/
Fuller Elementary School,https://ful.keeneschoolsnh.org/
Weatherly Area Senior High School,https://www.weatherlysd.org/
P.S. 396,https://www.ps396.org/
Troy Area Junior/Senior High School,https://www.troyareasd.org/
Heller Elementary School,https://www.neodesha.k12.ks.us/
Mt. Carmel Grade School,https://www.wabash348.com/o/mcgs
P.S. 6 - Norma Adams Clemons Academy,https://www.schools.nyc.gov/schools/K006
Bunker Hill High School,https://www.bhschools.org/o/bunker-hill
Rich Hill High School,https://www.richhill.k12.mo.us/
Glenwood Middle School,https://glenwood.fcs.org/
Pierson Elementary School,https://pierson.vcsedu.org/
Fairfield Union Rushville Middle School,https://www.fairfieldunion.org/rushvillemiddleschool_home.aspx
Fallon Park Elementary School,https://www.rcps.info/fallonpark
Santa Rita High School,https://santaritahs.tusd1.org/
North Valley Military Institute,https://www.novamil.org/
"Energized For STEM Academy, Inc. High School",https://stem.forexcellenceacademy.org/
Marquette Alternative High School at Graveraet,https://vandenboom.mapsnet.org/
Bruce Elementary School,https://www.bruce.k12.wi.us/
Onaga Elementary School,https://www.morongo.k12.ca.us/o/ones
University Elementary at La Fiesta,https://uelf.crpusd.org/
New Caney Elementary School,https://www.newcaneyisd.org/
Portage Area Junior/Senior High School,https://www.portageareasd.org/
Dunbar Elementary Magnet School,https://www.hillsboroughschools.org/dunbar
Tomahawk Intermediate School,https://www.berkeleycountyschools.org/o/tomahawk
Esperanza Academy Charter High School,https://www.esperanzaacademycs.org/
Landry Elementary School,https://landry.cfbisd.edu/
Mt. Vernon School,https://www.nps.k12.nj.us/mtv/
Johnny N. Allen-6th Grade Campus,https://allen6.amaisd.org/
Cozad Elementary School,https://www.cozadschools.net/
Eastern Greenbrier Middle School,https://egms.greenbriercountyschools.org/
Colmesneil Elementary School,https://www.colmesneilisd.net/
Hector A. Cafferata Jr. Elementary School,https://hac.leeschools.net/
Estes Elementary School,https://www.owensboro.kyschools.us/o/ees
Refugio Elementary School,https://www.refugioisd.net/
Mont Harmon Junior High School,https://www.carbonschools.org/o/mont-harmon-middle-school
Grissom Middle School,http://grissom.wcskids.com/
Broadview High School,https://www.broadviewschools.org/
The Family School,https://thefamilyschoolsnyc.org/
Jesse J. McCrary Jr. Elementary School,https://pr30216.wixsite.com/jessejelem
Terre Town Elementary School,https://web.vigoschools.org/terre-town/
Highland Park High School,https://hphs.topekapublicschools.net/
Sturgis Elementary School,https://www.union.kyschools.us/apps/pages/index.jsp?uREC_ID=488885&type=d&pREC_ID=1021373
Putnam Virtual School,https://www.putnamschools.org/o/pvs
Leake County High School,http://leake_countyhs.campuscontact.com/
Crosbyton Secondary School,https://www.crosbyton.k12.tx.us/
Carter G. Woodson Elementary School,https://wes.somerset.k12.md.us/
Lincoln Junior High School,https://www.lake-city.k12.mn.us/high-school-home-page/
Thorp High School,https://www.thorp.k12.wi.us/
Smithfield Middle School,https://www.johnston.k12.nc.us/smms
Bench School,https://www.billingsschools.org/our-schools/elementary-schools/bench
Gridley Elementary School,https://www.usd245ks.org/
Central Visual & Performing Arts High School,https://www.slps.org/CVPA
Rock Cut Elementary School,https://sites.google.com/harlem122.org/rockcut
Lake Gem Elementary School,https://lakegemes.ocps.net/
George L. Carrington Middle School,https://www.dpsnc.net/Carrington
Acero Charter - Esmera Santiago Campus,https://es.aceroschools.org/
Charlton County High School,https://www.charlton.k12.ga.us/o/cchs
Mary Lynch Elementary School,https://www.kpslonghorns.org/
Chambersburg Area Middle School - North,https://www.casdonline.org/Domain/744
Collinsville Middle School,https://cms.kahoks.org/
Riverton Middle School,https://www.usd404.org/
Ness City High School,https://www.nesscityschools.org/
Booker T. Washington Elementary School,https://btw.fcps.net/
